k,n,mask_type,implementation,round,repetitions,elapsed_ns,ns_per_call
17,131072,random_50pct,numpy,0,507,21736042,42871.87771203156
17,131072,random_50pct,python,0,2,23135792,11567896.0
2,4,all_true,python,0,36901,20699916,560.9581312159562
2,4,all_true,numpy,0,36901,17942709,486.23909921140347
3,8,random_50pct,python,0,23981,21348500,890.2255952629165
3,8,random_50pct,numpy,0,36901,18260917,494.86238855315577
14,16384,random_50pct,python,0,15,20674583,1378305.5333333334
14,16384,random_50pct,numpy,0,3583,19890958,5551.481440133966
6,64,random_50pct,python,0,4175,21928958,5252.44502994012
6,64,random_50pct,numpy,0,36901,18848000,510.7720657976749
1,2,all_true,numpy,0,34247,16438125,479.98729815750283
1,2,all_true,python,0,47962,18043667,376.2075601517868
14,16384,all_true,numpy,0,3556,19859458,5584.7744656917885
14,16384,all_true,python,0,16,20991042,1311940.125
12,4096,all_true,python,0,61,19824209,324987.0327868852
12,4096,all_true,numpy,0,10912,19661666,1801.8388929618768
4,16,all_true,python,0,15004,21354667,1423.2649293521727
4,16,all_true,numpy,0,36901,18883209,511.72621338175117
5,32,random_50pct,numpy,0,36901,18900958,512.2072030568278
5,32,random_50pct,python,0,7868,21796042,2770.213777325877
11,2048,random_50pct,python,0,128,21750750,169927.734375
11,2048,random_50pct,numpy,0,16543,19001875,1148.6353744786315
19,524288,all_true,numpy,0,130,20401625,156935.57692307694
19,524288,all_true,python,0,1,41269958,41269958.0
2,4,random_50pct,python,0,36901,19930292,540.1016774613154
2,4,random_50pct,numpy,0,34306,21181750,617.435725529062
7,128,random_50pct,python,0,2106,21398542,10160.751187084521
7,128,random_50pct,numpy,0,32000,18749625,585.92578125
9,512,all_true,python,0,543,21294459,39216.31491712707
9,512,all_true,numpy,0,28249,20414542,722.6642359021558
13,8192,all_true,numpy,0,6316,18945041,2999.5315072830904
13,8192,all_true,python,0,31,19891792,641670.7096774194
16,65536,random_50pct,python,0,4,21620666,5405166.5
16,65536,random_50pct,numpy,0,994,20722875,20847.96277665996
8,256,random_50pct,numpy,0,32000,20903125,653.22265625
8,256,random_50pct,python,0,1072,21837625,20370.918843283584
1,2,random_50pct,numpy,0,22858,15240417,666.7432408784671
1,2,random_50pct,python,0,32000,12266084,383.315125
18,262144,random_50pct,numpy,0,257,23342000,90824.9027237354
18,262144,random_50pct,python,0,1,26290042,26290042.0
8,256,all_true,python,0,1127,21116917,18737.282165039927
8,256,all_true,numpy,0,32000,19403125,606.34765625
12,4096,random_50pct,python,0,59,20039833,339658.18644067796
12,4096,random_50pct,numpy,0,9795,18440500,1882.6442062276672
16,65536,all_true,python,0,4,21178583,5294645.75
16,65536,all_true,numpy,0,1000,21719792,21719.792
15,32768,all_true,numpy,0,1928,20323166,10541.061203319503
15,32768,all_true,python,0,8,20861292,2607661.5
7,128,all_true,python,0,2223,21113292,9497.657219973009
7,128,all_true,numpy,0,34247,19137167,558.7983473004934
10,1024,random_50pct,python,0,257,21367417,83141.70038910506
10,1024,random_50pct,numpy,0,21811,18661875,855.6175782861859
6,64,all_true,numpy,0,34306,17437084,508.28088381041215
6,64,all_true,python,0,4325,21132709,4886.17549132948
3,8,all_true,numpy,0,40000,19460416,486.5104
3,8,all_true,python,0,24010,19536083,813.6644314868805
5,32,all_true,numpy,0,36901,18155875,492.0157990298366
5,32,all_true,python,0,8275,21266083,2569.919395770393
18,262144,all_true,python,0,1,21301750,21301750.0
18,262144,all_true,numpy,0,257,22893958,89081.5486381323
10,1024,all_true,python,0,266,22266083,83707.07894736843
10,1024,all_true,numpy,0,22858,19698750,861.7879954501706
19,524288,random_50pct,numpy,0,118,18519166,156942.08474576272
19,524288,random_50pct,python,0,1,49299750,49299750.0
20,1048576,random_50pct,python,0,1,86201959,86201959.0
20,1048576,random_50pct,numpy,0,49,16890417,344702.387755102
4,16,random_50pct,numpy,0,34306,16733875,487.78274937328746
4,16,random_50pct,python,0,14546,21170791,1455.4373023511619
11,2048,all_true,numpy,0,16557,18816375,1136.4604094944737
11,2048,all_true,python,0,132,21160834,160309.34848484848
13,8192,random_50pct,python,0,30,20283666,676122.2
13,8192,random_50pct,numpy,0,5647,19105625,3383.323003364618
15,32768,random_50pct,python,0,8,21485875,2685734.375
15,32768,random_50pct,numpy,0,1913,28137167,14708.398849973863
17,131072,all_true,python,0,2,24855125,12427562.5
17,131072,all_true,numpy,0,513,28465500,55488.304093567254
9,512,random_50pct,python,0,516,21798333,42244.83139534884
9,512,random_50pct,numpy,0,26667,18974541,711.5363932950838
20,1048576,all_true,python,0,1,87434750,87434750.0
20,1048576,all_true,numpy,0,56,18066958,322624.25
15,32768,random_50pct,numpy,1,1913,19738583,10318.130162049138
15,32768,random_50pct,python,1,8,21613375,2701671.875
6,64,random_50pct,python,1,4175,22031042,5276.89628742515
6,64,random_50pct,numpy,1,36901,18666459,505.8523888241511
10,1024,random_50pct,python,1,257,21690542,84398.99610894942
10,1024,random_50pct,numpy,1,21811,18172375,833.1747741965064
19,524288,all_true,python,1,1,41807125,41807125.0
19,524288,all_true,numpy,1,130,20383042,156792.63076923077
5,32,random_50pct,python,1,7868,21406792,2720.741230299949
5,32,random_50pct,numpy,1,36901,17907500,485.2849516273272
17,131072,all_true,python,1,2,20674834,10337417.0
17,131072,all_true,numpy,1,513,20110459,39201.67446393762
3,8,random_50pct,numpy,1,36901,17852500,483.79447711444135
3,8,random_50pct,python,1,23981,22126500,922.66794545682
18,262144,random_50pct,numpy,1,257,20070208,78094.19455252918
18,262144,random_50pct,python,1,1,21387750,21387750.0
16,65536,random_50pct,python,1,4,21539000,5384750.0
16,65536,random_50pct,numpy,1,994,26029250,26186.368209255532
15,32768,all_true,python,1,8,21033250,2629156.25
15,32768,all_true,numpy,1,1928,19757625,10247.73080912863
10,1024,all_true,numpy,1,22858,20004375,875.1585878029574
10,1024,all_true,python,1,266,21284000,80015.03759398496
4,16,random_50pct,python,1,14546,21563083,1482.4063660112745
4,16,random_50pct,numpy,1,34306,17153625,500.0182183874541
2,4,all_true,numpy,1,36901,18290042,495.6516625565703
2,4,all_true,python,1,36901,19481709,527.9452860356088
12,4096,random_50pct,python,1,59,20043458,339719.6271186441
12,4096,random_50pct,numpy,1,9795,17532834,1789.9779479326187
2,4,random_50pct,numpy,1,34306,17064125,497.4093453040285
2,4,random_50pct,python,1,36901,19999666,541.9816807132598
7,128,all_true,python,1,2223,21517375,9679.43094916779
7,128,all_true,numpy,1,34247,19240417,561.813209916197
6,64,all_true,numpy,1,34306,17517417,510.6225441613712
6,64,all_true,python,1,4325,21176625,4896.329479768786
20,1048576,all_true,python,1,1,85030000,85030000.0
20,1048576,all_true,numpy,1,56,22714542,405616.8214285714
13,8192,random_50pct,python,1,30,23938792,797959.7333333333
13,8192,random_50pct,numpy,1,5647,21753667,3852.251992208252
16,65536,all_true,numpy,1,1000,19978292,19978.292
16,65536,all_true,python,1,4,20740000,5185000.0
20,1048576,random_50pct,python,1,1,86449375,86449375.0
20,1048576,random_50pct,numpy,1,49,16960500,346132.6530612245
11,2048,random_50pct,python,1,128,21953041,171508.1328125
11,2048,random_50pct,numpy,1,16543,19134625,1156.6599165810312
4,16,all_true,numpy,1,36901,18171042,492.4268177014173
4,16,all_true,python,1,15004,21073334,1404.5143961610238
5,32,all_true,python,1,8275,21119500,2552.2054380664654
5,32,all_true,numpy,1,36901,18833667,510.3836481396168
19,524288,random_50pct,numpy,1,118,20136625,170649.36440677967
19,524288,random_50pct,python,1,1,46695292,46695292.0
14,16384,all_true,python,1,16,21041500,1315093.75
14,16384,all_true,numpy,1,3556,20861083,5866.446287964004
11,2048,all_true,numpy,1,16557,20643250,1246.798937005496
11,2048,all_true,python,1,132,26825750,203225.37878787878
12,4096,all_true,numpy,1,10912,20622917,1889.9300769794722
12,4096,all_true,python,1,61,19807917,324719.95081967214
9,512,random_50pct,numpy,1,26667,18968625,711.3145460681742
9,512,random_50pct,python,1,516,22074834,42780.686046511626
14,16384,random_50pct,python,1,15,21478333,1431888.8666666667
14,16384,random_50pct,numpy,1,3583,23353000,6517.722578844544
8,256,all_true,numpy,1,32000,19180292,599.384125
8,256,all_true,python,1,1127,21226292,18834.331854480923
17,131072,random_50pct,numpy,1,507,19968333,39385.27218934911
17,131072,random_50pct,python,1,2,21574291,10787145.5
3,8,all_true,python,1,24010,19673500,819.3877551020408
3,8,all_true,numpy,1,40000,19210667,480.266675
1,2,random_50pct,numpy,1,22858,10910500,477.3164756321638
1,2,random_50pct,python,1,32000,12132500,379.140625
13,8192,all_true,numpy,1,6316,19185833,3037.655636478784
13,8192,all_true,python,1,31,20232208,652651.8709677419
18,262144,all_true,python,1,1,20806042,20806042.0
18,262144,all_true,numpy,1,257,20004416,77838.19455252918
1,2,all_true,python,1,47962,18287250,381.2862265960552
1,2,all_true,numpy,1,34247,16499666,481.78427307501386
9,512,all_true,python,1,543,21253750,39141.34438305709
9,512,all_true,numpy,1,28249,19322500,684.0065135049028
7,128,random_50pct,numpy,1,32000,17638709,551.20965625
7,128,random_50pct,python,1,2106,21511542,10214.407407407407
8,256,random_50pct,numpy,1,32000,18740958,585.6549375
8,256,random_50pct,python,1,1072,21460708,20019.317164179105
12,4096,random_50pct,python,2,59,20019583,339314.9661016949
12,4096,random_50pct,numpy,2,9795,17326792,1768.9425216947423
19,524288,random_50pct,python,2,1,43186083,43186083.0
19,524288,random_50pct,numpy,2,118,18547459,157181.85593220338
11,2048,random_50pct,python,2,128,21504417,168003.2578125
11,2048,random_50pct,numpy,2,16543,19101833,1154.6776884482863
6,64,random_50pct,numpy,2,36901,18451667,500.0316251592098
6,64,random_50pct,python,2,4175,21657791,5187.494850299401
2,4,all_true,python,2,36901,19516375,528.8847185713124
2,4,all_true,numpy,2,36901,17628000,477.71063114820737
8,256,all_true,python,2,1127,21100041,18722.30789707187
8,256,all_true,numpy,2,32000,18763125,586.34765625
13,8192,random_50pct,numpy,2,5647,18800625,3329.312024083584
13,8192,random_50pct,python,2,30,20341583,678052.7666666667
9,512,all_true,python,2,543,21211250,39063.075506445675
9,512,all_true,numpy,2,28249,19345500,684.8207016177564
19,524288,all_true,numpy,2,130,20419417,157072.43846153846
19,524288,all_true,python,2,1,41315125,41315125.0
3,8,random_50pct,numpy,2,36901,17604166,477.06474079293247
3,8,random_50pct,python,2,23981,20092708,837.8594720820649
1,2,random_50pct,python,2,32000,11992042,374.7513125
1,2,random_50pct,numpy,2,22858,10972208,480.01609939627264
6,64,all_true,python,2,4325,21130333,4885.62612716763
6,64,all_true,numpy,2,34306,17063917,497.4032822246837
2,4,random_50pct,numpy,2,34306,16240625,473.4047979945199
2,4,random_50pct,python,2,36901,19437875,526.7574049483754
17,131072,random_50pct,python,2,2,21657750,10828875.0
17,131072,random_50pct,numpy,2,507,20270667,39981.591715976334
14,16384,all_true,python,2,16,20659333,1291208.3125
14,16384,all_true,numpy,2,3556,20905666,5878.983689538808
20,1048576,random_50pct,numpy,2,49,17874416,364784.0
20,1048576,random_50pct,python,2,1,92902333,92902333.0
17,131072,all_true,python,2,2,25034125,12517062.5
17,131072,all_true,numpy,2,513,20172916,39323.42300194932
12,4096,all_true,python,2,61,20256291,332070.34426229505
12,4096,all_true,numpy,2,10912,19703334,1805.6574413489736
15,32768,all_true,python,2,8,21440459,2680057.375
15,32768,all_true,numpy,2,1928,20256417,10506.440352697095
15,32768,random_50pct,numpy,2,1913,22645417,11837.646105593309
15,32768,random_50pct,python,2,8,23255583,2906947.875
5,32,all_true,numpy,2,36901,17857041,483.9175361101325
5,32,all_true,python,2,8275,21134875,2554.0634441087614
14,16384,random_50pct,python,2,15,20667375,1377825.0
14,16384,random_50pct,numpy,2,3583,19735667,5508.140385152107
4,16,random_50pct,python,2,14546,21224792,1459.1497318850543
4,16,random_50pct,numpy,2,34306,16810792,490.0248353057774
5,32,random_50pct,python,2,7868,21246167,2700.3262582613115
5,32,random_50pct,numpy,2,36901,17809000,482.61564727243166
11,2048,all_true,numpy,2,16557,18670084,1127.6248112580781
11,2048,all_true,python,2,132,21634959,163901.20454545456
4,16,all_true,numpy,2,36901,17973791,487.0814070079402
4,16,all_true,python,2,15004,21058375,1403.517395361237
8,256,random_50pct,numpy,2,32000,18828000,588.375
8,256,random_50pct,python,2,1072,21266208,19837.880597014926
7,128,all_true,numpy,2,34247,18846042,550.2976027097264
7,128,all_true,python,2,2223,21665417,9746.02654071075
1,2,all_true,python,2,47962,18329333,382.163650389892
1,2,all_true,numpy,2,34247,17588375,513.5741816801471
13,8192,all_true,numpy,2,6316,19369208,3066.689043698543
13,8192,all_true,python,2,31,20235084,652744.6451612903
7,128,random_50pct,numpy,2,32000,18310542,572.2044375
7,128,random_50pct,python,2,2106,21492041,10205.14767331434
3,8,all_true,python,2,24010,19680083,819.6619325281133
3,8,all_true,numpy,2,40000,19641334,491.03335
10,1024,all_true,numpy,2,22858,19751041,864.0756409134657
10,1024,all_true,python,2,266,21358000,80293.23308270676
20,1048576,all_true,python,2,1,82871459,82871459.0
20,1048576,all_true,numpy,2,56,18707000,334053.5714285714
9,512,random_50pct,numpy,2,26667,18443958,691.6397795027563
9,512,random_50pct,python,2,516,21195583,41076.71124031008
10,1024,random_50pct,python,2,257,21452958,83474.54474708172
10,1024,random_50pct,numpy,2,21811,18665125,855.7665856677824
16,65536,all_true,python,2,4,20894083,5223520.75
16,65536,all_true,numpy,2,1000,20030125,20030.125
18,262144,all_true,numpy,2,257,20160042,78443.74319066148
18,262144,all_true,python,2,1,20670000,20670000.0
18,262144,random_50pct,numpy,2,257,20152083,78412.77431906614
18,262144,random_50pct,python,2,1,21392375,21392375.0
16,65536,random_50pct,python,2,4,21482417,5370604.25
16,65536,random_50pct,numpy,2,994,19978292,20098.88531187123
5,32,random_50pct,numpy,3,36901,17848750,483.6928538521991
5,32,random_50pct,python,3,7868,21574917,2742.109430604982
13,8192,all_true,numpy,3,6316,19314291,3057.994141861938
13,8192,all_true,python,3,31,19998916,645126.3225806452
19,524288,random_50pct,numpy,3,118,18843792,159693.15254237287
19,524288,random_50pct,python,3,1,43348416,43348416.0
14,16384,random_50pct,python,3,15,21040625,1402708.3333333333
14,16384,random_50pct,numpy,3,3583,20591250,5746.929946971812
2,4,random_50pct,numpy,3,34306,16593875,483.7018305835714
2,4,random_50pct,python,3,36901,20152291,546.1177474865179
1,2,all_true,python,3,47962,18451292,384.7064759601351
1,2,all_true,numpy,3,34247,16464916,480.76958565713784
16,65536,random_50pct,python,3,4,22080291,5520072.75
16,65536,random_50pct,numpy,3,994,20266333,20388.664989939636
9,512,random_50pct,python,3,516,21851875,42348.59496124031
9,512,random_50pct,numpy,3,26667,19090583,715.8879139010762
9,512,all_true,numpy,3,28249,20050792,709.7876738999611
9,512,all_true,python,3,543,21835083,40211.93922651934
20,1048576,random_50pct,numpy,3,49,18875000,385204.0816326531
20,1048576,random_50pct,python,3,1,86854834,86854834.0
4,16,all_true,python,3,15004,21494458,1432.5818448413756
4,16,all_true,numpy,3,36901,17541541,475.36763231348743
3,8,random_50pct,python,3,23981,20304041,846.6719903256745
3,8,random_50pct,numpy,3,36901,18211292,493.51757404948376
13,8192,random_50pct,python,3,30,20828917,694297.2333333333
13,8192,random_50pct,numpy,3,5647,19456542,3445.465202762529
5,32,all_true,python,3,8275,22308459,2695.8862839879152
5,32,all_true,numpy,3,36901,18567000,503.1570960136582
12,4096,all_true,numpy,3,10912,19441708,1781.6814516129032
12,4096,all_true,python,3,61,20182750,330864.75409836066
12,4096,random_50pct,numpy,3,9795,17708333,1807.895150587034
12,4096,random_50pct,python,3,59,20097584,340637.0169491525
10,1024,random_50pct,numpy,3,21811,18382292,842.799138049608
10,1024,random_50pct,python,3,257,21563208,83903.53307392997
11,2048,all_true,python,3,132,21439208,162418.24242424243
11,2048,all_true,numpy,3,16557,18945333,1144.2491393368364
8,256,random_50pct,python,3,1072,21482875,20039.995335820895
8,256,random_50pct,numpy,3,32000,18501209,578.16278125
17,131072,all_true,numpy,3,513,20548791,40056.12280701754
17,131072,all_true,python,3,2,20924875,10462437.5
8,256,all_true,numpy,3,32000,18632125,582.25390625
8,256,all_true,python,3,1127,21243125,18849.26796805679
15,32768,random_50pct,numpy,3,1913,19783958,10341.84945112389
15,32768,random_50pct,python,3,8,22047625,2755953.125
14,16384,all_true,python,3,16,20972416,1310776.0
14,16384,all_true,numpy,3,3556,20011959,5627.660011248594
4,16,random_50pct,python,3,14546,21255667,1461.2723085384298
4,16,random_50pct,numpy,3,34306,16144709,470.6089022328456
15,32768,all_true,numpy,3,1928,19857667,10299.619813278008
15,32768,all_true,python,3,8,20786416,2598302.0
19,524288,all_true,numpy,3,130,27342250,210325.0
19,524288,all_true,python,3,1,47194291,47194291.0
3,8,all_true,numpy,3,40000,20879459,521.986475
3,8,all_true,python,3,24010,20189958,840.8978758850479
6,64,all_true,numpy,3,34306,20900917,609.249606482831
6,64,all_true,python,3,4325,23501625,5433.901734104046
7,128,random_50pct,numpy,3,32000,22031542,688.4856875
7,128,random_50pct,python,3,2106,22563125,10713.734567901234
1,2,random_50pct,python,3,32000,12287709,383.99090625
1,2,random_50pct,numpy,3,22858,11431416,500.1056960363986
11,2048,random_50pct,numpy,3,16543,19638000,1187.0881944024663
11,2048,random_50pct,python,3,128,22799250,178119.140625
17,131072,random_50pct,numpy,3,507,23348708,46052.67850098619
17,131072,random_50pct,python,3,2,21849000,10924500.0
16,65536,all_true,python,3,4,21269458,5317364.5
16,65536,all_true,numpy,3,1000,20095042,20095.042
7,128,all_true,python,3,2223,21479333,9662.31803868646
7,128,all_true,numpy,3,34247,19754250,576.8169474698514
18,262144,random_50pct,numpy,3,257,20158125,78436.28404669261
18,262144,random_50pct,python,3,1,21800459,21800459.0
2,4,all_true,numpy,3,36901,18065125,489.556516083575
2,4,all_true,python,3,36901,19706542,534.0381561475299
10,1024,all_true,numpy,3,22858,20477042,895.8369936127395
10,1024,all_true,python,3,266,21406083,80473.9962406015
20,1048576,all_true,python,3,1,82895334,82895334.0
20,1048576,all_true,numpy,3,56,18150042,324107.89285714284
6,64,random_50pct,python,3,4175,22009459,5271.726706586826
6,64,random_50pct,numpy,3,36901,18985417,514.4960028183518
18,262144,all_true,python,3,1,21074792,21074792.0
18,262144,all_true,numpy,3,257,20075916,78116.4046692607
3,8,random_50pct,numpy,4,36901,17776709,481.7405761361481
3,8,random_50pct,python,4,23981,20309333,846.8926650264793
1,2,random_50pct,python,4,32000,12193750,381.0546875
1,2,random_50pct,numpy,4,22858,11164084,488.4103596115146
16,65536,random_50pct,python,4,4,21860208,5465052.0
16,65536,random_50pct,numpy,4,994,20002500,20123.23943661972
11,2048,all_true,python,4,132,21407666,162179.28787878787
11,2048,all_true,numpy,4,16557,19000875,1147.6037325602465
16,65536,all_true,numpy,4,1000,19970208,19970.208
16,65536,all_true,python,4,4,21040375,5260093.75
2,4,all_true,python,4,36901,19470916,527.6528007371074
2,4,all_true,numpy,4,36901,17649584,478.29554754613696
18,262144,random_50pct,python,4,1,21480333,21480333.0
18,262144,random_50pct,numpy,4,257,20169666,78481.1906614786
2,4,random_50pct,python,4,36901,19750917,535.2406980840627
2,4,random_50pct,numpy,4,34306,16552542,482.49699760974755
14,16384,all_true,numpy,4,3556,19905458,5597.710348706411
14,16384,all_true,python,4,16,20827459,1301716.1875
20,1048576,all_true,numpy,4,56,18264833,326157.73214285716
20,1048576,all_true,python,4,1,84779500,84779500.0
15,32768,all_true,python,4,8,20765417,2595677.125
15,32768,all_true,numpy,4,1928,20108667,10429.80653526971
19,524288,random_50pct,numpy,4,118,18814625,159445.9745762712
19,524288,random_50pct,python,4,1,43037250,43037250.0
6,64,all_true,python,4,4325,21794417,5039.171560693641
6,64,all_true,numpy,4,34306,17476083,509.41768203812745
5,32,random_50pct,python,4,7868,24186250,3074.0022877478395
5,32,random_50pct,numpy,4,36901,18237042,494.2153871168803
7,128,random_50pct,numpy,4,32000,18040334,563.7604375
7,128,random_50pct,python,4,2106,22337458,10606.58024691358
8,256,random_50pct,numpy,4,32000,21779959,680.62371875
8,256,random_50pct,python,4,1072,26295000,24528.917910447763
17,131072,all_true,python,4,2,20793625,10396812.5
17,131072,all_true,numpy,4,513,20147000,39272.9044834308
12,4096,all_true,python,4,61,20285208,332544.39344262297
12,4096,all_true,numpy,4,10912,20524333,1880.8956195014662
11,2048,random_50pct,numpy,4,16543,20401959,1233.2683914646677
11,2048,random_50pct,python,4,128,25852500,201972.65625
10,1024,random_50pct,python,4,257,21970667,85488.9766536965
10,1024,random_50pct,numpy,4,21811,18722459,858.395259272844
14,16384,random_50pct,numpy,4,3583,19847083,5539.2361149874405
14,16384,random_50pct,python,4,15,20665334,1377688.9333333333
5,32,all_true,python,4,8275,21723125,2625.1510574018125
5,32,all_true,numpy,4,36901,18396291,498.53096122056314
9,512,random_50pct,numpy,4,26667,18684167,700.6475044061949
9,512,random_50pct,python,4,516,21702167,42058.46317829457
19,524288,all_true,numpy,4,130,20272625,155943.26923076922
19,524288,all_true,python,4,1,41669250,41669250.0
8,256,all_true,python,4,1127,21229708,18837.362910381544
8,256,all_true,numpy,4,32000,19183708,599.490875
9,512,all_true,python,4,543,21350041,39318.6758747698
9,512,all_true,numpy,4,28249,19359291,685.30889589012
1,2,all_true,python,4,47962,18507834,385.88536758266963
1,2,all_true,numpy,4,34247,16461750,480.6771396034689
20,1048576,random_50pct,python,4,1,87998041,87998041.0
20,1048576,random_50pct,numpy,4,49,17064250,348250.0
3,8,all_true,numpy,4,40000,19005708,475.1427
3,8,all_true,python,4,24010,19784584,824.0143273635985
4,16,random_50pct,python,4,14546,21447666,1474.4717448095696
4,16,random_50pct,numpy,4,34306,17575125,512.3046988864921
7,128,all_true,python,4,2223,21464666,9655.720197930725
7,128,all_true,numpy,4,34247,18975416,554.0752766665694
12,4096,random_50pct,numpy,4,9795,17291167,1765.305461970393
12,4096,random_50pct,python,4,59,20008708,339130.6440677966
18,262144,all_true,numpy,4,257,20202958,78610.73151750973
18,262144,all_true,python,4,1,20864292,20864292.0
15,32768,random_50pct,numpy,4,1913,19623041,10257.731834814427
15,32768,random_50pct,python,4,8,21579834,2697479.25
13,8192,random_50pct,python,4,30,20298875,676629.1666666666
13,8192,random_50pct,numpy,4,5647,19065791,3376.2689923853372
10,1024,all_true,numpy,4,22858,19281417,843.530361361449
10,1024,all_true,python,4,266,21356500,80287.59398496241
4,16,all_true,python,4,15004,21098125,1406.1666888829645
4,16,all_true,numpy,4,36901,17885084,484.67748841494813
13,8192,all_true,python,4,31,20200625,651633.0645161291
13,8192,all_true,numpy,4,6316,19278417,3052.314281190627
6,64,random_50pct,python,4,4175,22367541,5357.494850299401
6,64,random_50pct,numpy,4,36901,18469083,500.5035906885992
17,131072,random_50pct,python,4,2,22101167,11050583.5
17,131072,random_50pct,numpy,4,507,20379417,40196.08875739645
9,512,all_true,numpy,5,28249,19297958,683.1377393890049
9,512,all_true,python,5,543,21286333,39201.34990791897
17,131072,random_50pct,python,5,2,21579000,10789500.0
17,131072,random_50pct,numpy,5,507,20303750,40046.844181459564
10,1024,all_true,python,5,266,21196083,79684.52255639098
10,1024,all_true,numpy,5,22858,19179958,839.091696561379
17,131072,all_true,python,5,2,20798125,10399062.5
17,131072,all_true,numpy,5,513,20172167,39321.96296296296
15,32768,all_true,numpy,5,1928,19891417,10317.125
15,32768,all_true,python,5,8,20739125,2592390.625
4,16,all_true,numpy,5,36901,17492000,474.0250941708897
4,16,all_true,python,5,15004,20969500,1397.593974940016
19,524288,random_50pct,numpy,5,118,18745375,158859.11016949153
19,524288,random_50pct,python,5,1,43095917,43095917.0
4,16,random_50pct,python,5,14546,21223375,1459.0523167881204
4,16,random_50pct,numpy,5,34306,16248750,473.6416370314231
5,32,all_true,python,5,8275,21118000,2552.02416918429
5,32,all_true,numpy,5,36901,17538458,475.28408444215603
15,32768,random_50pct,python,5,8,21639041,2704880.125
15,32768,random_50pct,numpy,5,1913,19988458,10448.749607945636
20,1048576,all_true,python,5,1,83439500,83439500.0
20,1048576,all_true,numpy,5,56,18406625,328689.73214285716
8,256,all_true,numpy,5,32000,19375583,605.48696875
8,256,all_true,python,5,1127,22107750,19616.459627329194
20,1048576,random_50pct,python,5,1,85847625,85847625.0
20,1048576,random_50pct,numpy,5,49,16799833,342853.7346938776
5,32,random_50pct,python,5,7868,21472917,2729.145526182003
5,32,random_50pct,numpy,5,36901,18343791,497.1082355491721
12,4096,all_true,numpy,5,10912,19167292,1756.533357771261
12,4096,all_true,python,5,61,19675708,322552.59016393445
3,8,all_true,numpy,5,40000,19508125,487.703125
3,8,all_true,python,5,24010,19670417,819.2593502707206
6,64,all_true,numpy,5,34306,17508458,510.3613945082493
6,64,all_true,python,5,4325,21119709,4883.169710982659
1,2,random_50pct,python,5,32000,12351458,385.9830625
1,2,random_50pct,numpy,5,22858,11962666,523.3470119870505
13,8192,random_50pct,numpy,5,5647,19436166,3441.8569151762
13,8192,random_50pct,python,5,30,22162541,738751.3666666667
16,65536,random_50pct,python,5,4,22060500,5515125.0
16,65536,random_50pct,numpy,5,994,19976500,20097.082494969818
2,4,random_50pct,python,5,36901,19711792,534.180428714669
2,4,random_50pct,numpy,5,34306,16359625,476.87357896577856
13,8192,all_true,numpy,5,6316,19157167,3033.1170044331857
13,8192,all_true,python,5,31,20108000,648645.1612903225
9,512,random_50pct,python,5,516,21215750,41115.79457364341
9,512,random_50pct,numpy,5,26667,18192542,682.211797352533
1,2,all_true,numpy,5,34247,16261292,474.8238385844015
1,2,all_true,python,5,47962,18208500,379.6443017388766
14,16384,random_50pct,python,5,15,20161917,1344127.8
14,16384,random_50pct,numpy,5,3583,19805125,5527.52581635501
14,16384,all_true,python,5,16,20758958,1297434.875
14,16384,all_true,numpy,5,3556,20926166,5884.748593925759
18,262144,all_true,python,5,1,20840000,20840000.0
18,262144,all_true,numpy,5,257,20016791,77886.34630350195
8,256,random_50pct,python,5,1072,21475375,20032.99906716418
8,256,random_50pct,numpy,5,32000,18904250,590.7578125
11,2048,all_true,numpy,5,16557,18821833,1136.7900585854925
11,2048,all_true,python,5,132,21159417,160298.61363636365
10,1024,random_50pct,numpy,5,21811,18066875,828.3377653477603
10,1024,random_50pct,python,5,257,21446375,83448.9299610895
12,4096,random_50pct,python,5,59,19807125,335713.9830508475
12,4096,random_50pct,numpy,5,9795,17062750,1741.985706993364
3,8,random_50pct,numpy,5,36901,17361250,470.4818297607111
3,8,random_50pct,python,5,23981,20155792,840.4900546265794
6,64,random_50pct,numpy,5,36901,18088333,490.1854421289396
6,64,random_50pct,python,5,4175,21530042,5156.89628742515
7,128,all_true,numpy,5,34247,18728333,546.8605425292726
7,128,all_true,python,5,2223,21254334,9561.10391363023
19,524288,all_true,numpy,5,130,20422667,157097.43846153846
19,524288,all_true,python,5,1,42983000,42983000.0
18,262144,random_50pct,python,5,1,21647375,21647375.0
18,262144,random_50pct,numpy,5,257,20290500,78951.36186770428
7,128,random_50pct,python,5,2106,21560083,10237.456315289648
7,128,random_50pct,numpy,5,32000,17839000,557.46875
2,4,all_true,numpy,5,36901,17715750,480.0886154846752
2,4,all_true,python,5,36901,19617333,531.6206335871657
11,2048,random_50pct,numpy,5,16543,18993916,1148.154264643656
11,2048,random_50pct,python,5,128,21932042,171344.078125
16,65536,all_true,python,5,4,20895750,5223937.5
16,65536,all_true,numpy,5,1000,19912500,19912.5
15,32768,all_true,numpy,6,1928,19734916,10235.952282157676
15,32768,all_true,python,6,8,20747792,2593474.0
3,8,all_true,python,6,24010,19598541,816.2657642648896
3,8,all_true,numpy,6,40000,19139959,478.498975
2,4,all_true,python,6,36901,19551667,529.8411154169264
2,4,all_true,numpy,6,36901,17821417,482.95214221836807
2,4,random_50pct,numpy,6,34306,16253250,473.7728094210925
